Module_id,Module_name,Status,Block_completeness,Missing_or_alternative_KOs,Detected_KOs,Completed_blocks,Total_blocks,Completeness_percent,Sample,Input_alias,Dataset,Report_file,Detected_KO_count,Missing_or_alternative_KO_count,Module_url,Detected_KO_links
M00048,"Inosine monophosphate biosynthesis, PRPP + glutamine => IMP",COMPLETE,11__11,"K11787,K11788,K13713,K08289,K11787,K01492,K23269,K23264,K23265,K23270,K23265,K11787,K11788,K11787,K01589,K11787,K13713,K01492,K01492,K11176","K00764,K01945,K00601,K11175,K01952,K01933,K01587,K11808,K01588,K01923,K01756,K00602,K06863",11.0,11.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,13,11,https://www.kegg.jp/entry/M00048,https://www.kegg.jp/entry/K00601; https://www.kegg.jp/entry/K00602; https://www.kegg.jp/entry/K00764; https://www.kegg.jp/entry/K01587; https://www.kegg.jp/entry/K01588; https://www.kegg.jp/entry/K01756; https://www.kegg.jp/entry/K01923; https://www.kegg.jp/entry/K01933; https://www.kegg.jp/entry/K01945; https://www.kegg.jp/entry/K01952; https://www.kegg.jp/entry/K06863; https://www.kegg.jp/entry/K11175; https://www.kegg.jp/entry/K11808
M00049,"Adenine ribonucleotide biosynthesis, IMP => ADP,ATP",COMPLETE,4__4,"K18533,K00944,K12406","K01939,K01756,K00939,K18532,K00940,K00873",4.0,4.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,6,3,https://www.kegg.jp/entry/M00049,https://www.kegg.jp/entry/K00873; https://www.kegg.jp/entry/K00939; https://www.kegg.jp/entry/K00940; https://www.kegg.jp/entry/K01756; https://www.kegg.jp/entry/K01939; https://www.kegg.jp/entry/K18532
M00050,"Guanine ribonucleotide biosynthesis IMP => GDP,GTP",COMPLETE,4__4,"K18533,K12406","K00088,K01951,K00942,K00940,K00873",4.0,4.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,2,https://www.kegg.jp/entry/M00050,https://www.kegg.jp/entry/K00088; https://www.kegg.jp/entry/K00873; https://www.kegg.jp/entry/K00940; https://www.kegg.jp/entry/K00942; https://www.kegg.jp/entry/K01951
M00051,"Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP",COMPLETE,6__6,"K11540,K11541,K11540,K01954,K00608","K01465,K00226,K00254,K17828,K13421,K00762,K01591,K01955,K01956,K00609,K00610",6.0,6.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,11,4,https://www.kegg.jp/entry/M00051,https://www.kegg.jp/entry/K00226; https://www.kegg.jp/entry/K00254; https://www.kegg.jp/entry/K00609; https://www.kegg.jp/entry/K00610; https://www.kegg.jp/entry/K00762; https://www.kegg.jp/entry/K01465; https://www.kegg.jp/entry/K01591; https://www.kegg.jp/entry/K01955; https://www.kegg.jp/entry/K01956; https://www.kegg.jp/entry/K13421; https://www.kegg.jp/entry/K17828
M00052,"Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP",COMPLETE,3__3,"K13800,K13809,K18533","K09903,K00940,K01937",3.0,3.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,3,3,https://www.kegg.jp/entry/M00052,https://www.kegg.jp/entry/K00940; https://www.kegg.jp/entry/K01937; https://www.kegg.jp/entry/K09903
M00053,"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP",COMPLETE,8__8,"K00524,K10808,K18533,K00527,K13998","K00525,K00526,K10807,K00940,K21636,K01494,K01520,K00560,K00943",8.0,8.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,9,5,https://www.kegg.jp/entry/M00053,https://www.kegg.jp/entry/K00525; https://www.kegg.jp/entry/K00526; https://www.kegg.jp/entry/K00560; https://www.kegg.jp/entry/K00940; https://www.kegg.jp/entry/K00943; https://www.kegg.jp/entry/K01494; https://www.kegg.jp/entry/K01520; https://www.kegg.jp/entry/K10807; https://www.kegg.jp/entry/K21636
M00055,N-glycan precursor biosynthesis,INCOMPLETE,2__13,"K01001,K07432,K07441,K03842,K03844,K03845,K03846,K03847,K03846,K03848,K03849,K03850","K03843,K00729",2.0,13.0,15.384615384615385,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,11,https://www.kegg.jp/entry/M00055,https://www.kegg.jp/entry/K00729; https://www.kegg.jp/entry/K03843
M00056,"O-glycan biosynthesis, mucin type core",INCOMPLETE,0__4,"K00710,K00731,K09653,K00727,K09662,K09663,K00739",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,7,https://www.kegg.jp/entry/M00056,
M00057,"Glycosaminoglycan biosynthesis, linkage tetrasaccharide",INCOMPLETE,0__4,"K00771,K00733,K00734,K10158",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00057,
M00058,"Glycosaminoglycan biosynthesis, chondroitin sulfate backbone",2 BLOCKS MISSING,0__2,"K00746,K13499,K00747,K03419",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00058,
M00059,"Glycosaminoglycan biosynthesis, heparan sulfate backbone",INCOMPLETE,0__5,"K02369,K02370,K02366,K02367,K02368,K02370,K02576,K02577,K02578,K02579,K01793",,0.0,5.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,10,https://www.kegg.jp/entry/M00059,
M00060,"KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type",1 BLOCK MISSING,8__9,K02560,"K00677,K02535,K02536,K03269,K00748,K00912,K02527,K02517",8.0,9.0,88.88888888888889,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,8,1,https://www.kegg.jp/entry/M00060,https://www.kegg.jp/entry/K00677; https://www.kegg.jp/entry/K00748; https://www.kegg.jp/entry/K00912; https://www.kegg.jp/entry/K02517; https://www.kegg.jp/entry/K02527; https://www.kegg.jp/entry/K02535; https://www.kegg.jp/entry/K02536; https://www.kegg.jp/entry/K03269
M00061,"D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P",1 BLOCK MISSING,4__5,"K00040,K17463","K01812,K01686,K08323,K00874,K01625",4.0,5.0,80.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,2,https://www.kegg.jp/entry/M00061,https://www.kegg.jp/entry/K00874; https://www.kegg.jp/entry/K01625; https://www.kegg.jp/entry/K01686; https://www.kegg.jp/entry/K01812; https://www.kegg.jp/entry/K08323
M00063,CMP-KDO biosynthesis,COMPLETE,4__4,,"K06041,K01627,K03270,K00979",4.0,4.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,4,0,https://www.kegg.jp/entry/M00063,https://www.kegg.jp/entry/K00979; https://www.kegg.jp/entry/K01627; https://www.kegg.jp/entry/K03270; https://www.kegg.jp/entry/K06041
M00064,ADP-L-glycero-D-manno-heptose biosynthesis,COMPLETE,5__5,,"K03271,K03272,K21344,K03273,K21345,K03274",5.0,5.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,6,0,https://www.kegg.jp/entry/M00064,https://www.kegg.jp/entry/K03271; https://www.kegg.jp/entry/K03272; https://www.kegg.jp/entry/K03273; https://www.kegg.jp/entry/K03274; https://www.kegg.jp/entry/K21344; https://www.kegg.jp/entry/K21345
M00065,"GPI-anchor biosynthesis, core oligosaccharide",INCOMPLETE,1__9,"K03857,K03859,K03858,K03861,K03860,K11001,K11002,K09658,K03434,K05283,K05284,K07541,K07542,K05285,K05288,K05287,K05310,K05287",K05286,1.0,9.0,11.11111111111111,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,17,https://www.kegg.jp/entry/M00065,https://www.kegg.jp/entry/K05286
M00066,Lactosylceramide biosynthesis,COMPLETE,2__2,,"K00720,K07553",2.0,2.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,0,https://www.kegg.jp/entry/M00066,https://www.kegg.jp/entry/K00720; https://www.kegg.jp/entry/K07553
M00067,"Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid",2 BLOCKS MISSING,0__2,"K04628,K01019",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,2,https://www.kegg.jp/entry/M00067,
M00068,"Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer",2 BLOCKS MISSING,0__2,"K01988,K00719",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,2,https://www.kegg.jp/entry/M00068,
M00069,"Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3",2 BLOCKS MISSING,0__2,"K03370,K03371,K03369",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00069,
M00070,"Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer",2 BLOCKS MISSING,0__2,"K03766,K07819,K07820,K03877",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00070,
M00071,"Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer",2 BLOCKS MISSING,0__2,"K03766,K07966,K07967,K07968,K07969",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00071,
M00072,N-glycosylation by oligosaccharyltransferase,1 BLOCK MISSING,0__1,"K07151,K12666,K12667,K12668,K12669,K12670,K00730,K12691",,0.0,1.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,8,https://www.kegg.jp/entry/M00072,
M00073,N-glycan precursor trimming,INCOMPLETE,1__4,"K01228,K05546,K23741",K01230,1.0,4.0,25.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,3,https://www.kegg.jp/entry/M00073,https://www.kegg.jp/entry/K01230
M00074,"N-glycan biosynthesis, high-mannose type",INCOMPLETE,1__7,"K05546,K23741,K05528,K05529,K05530,K05529,K05531,K05532,K05533,K05534,K05535",K01230,1.0,7.0,14.285714285714286,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,10,https://www.kegg.jp/entry/M00074,https://www.kegg.jp/entry/K01230
M00075,"N-glycan biosynthesis, complex type",INCOMPLETE,0__9,"K01231,K00736,K00737,K00738,K00744,K09661,K13748,K00717,K07966,K07967,K07968,K00778,K00779",,0.0,9.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,13,https://www.kegg.jp/entry/M00075,
M00076,Dermatan sulfate degradation,INCOMPLETE,2__5,"K01217,K01197,K01195","K01136,K01135",2.0,5.0,40.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,3,https://www.kegg.jp/entry/M00076,https://www.kegg.jp/entry/K01135; https://www.kegg.jp/entry/K01136
M00077,Chondroitin sulfate degradation,INCOMPLETE,1__4,"K01197,K01195,K01132",K01135,1.0,4.0,25.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,3,https://www.kegg.jp/entry/M00077,https://www.kegg.jp/entry/K01135
M00078,Heparan sulfate degradation,INCOMPLETE,2__8,"K07964,K07965,K01217,K01565,K10532,K01195,K01137","K01136,K01205",2.0,8.0,25.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,7,https://www.kegg.jp/entry/M00078,https://www.kegg.jp/entry/K01136; https://www.kegg.jp/entry/K01205
M00079,Keratan sulfate degradation,INCOMPLETE,1__4,"K01132,K12309,K01137",K12373,1.0,4.0,25.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,3,https://www.kegg.jp/entry/M00079,https://www.kegg.jp/entry/K12373
M00081,Pectin degradation,2 BLOCKS MISSING,1__3,"K01184,K01213",K01051,1.0,3.0,33.333333333333336,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,2,https://www.kegg.jp/entry/M00081,https://www.kegg.jp/entry/K01051
M00082,"Fatty acid biosynthesis, initiation",COMPLETE,3__3,"K11262,K18472,K00667,K00668,K00667,K00668,K18473","K02160,K01961,K11263,K01962,K01963,K00665,K11533,K00645,K00648",3.0,3.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,9,5,https://www.kegg.jp/entry/M00082,https://www.kegg.jp/entry/K00645; https://www.kegg.jp/entry/K00648; https://www.kegg.jp/entry/K00665; https://www.kegg.jp/entry/K01961; https://www.kegg.jp/entry/K01962; https://www.kegg.jp/entry/K01963; https://www.kegg.jp/entry/K02160; https://www.kegg.jp/entry/K11263; https://www.kegg.jp/entry/K11533
M00083,"Fatty acid biosynthesis, elongation",COMPLETE,4__4,"K00667,K00668,K00647,K01716","K00665,K11533,K09458,K00059,K02372,K16363,K00208,K02371,K10780,K00209",4.0,4.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,10,4,https://www.kegg.jp/entry/M00083,https://www.kegg.jp/entry/K00059; https://www.kegg.jp/entry/K00208; https://www.kegg.jp/entry/K00209; https://www.kegg.jp/entry/K00665; https://www.kegg.jp/entry/K02371; https://www.kegg.jp/entry/K02372; https://www.kegg.jp/entry/K09458; https://www.kegg.jp/entry/K10780; https://www.kegg.jp/entry/K11533; https://www.kegg.jp/entry/K16363
M00085,Fatty acid elongation in mitochondria,1 BLOCK MISSING,3__4,"K07515,K07515,K07512","K07508,K07509,K00022,K07511",3.0,4.0,75.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,4,2,https://www.kegg.jp/entry/M00085,https://www.kegg.jp/entry/K00022; https://www.kegg.jp/entry/K07508; https://www.kegg.jp/entry/K07509; https://www.kegg.jp/entry/K07511
M00086,"beta-Oxidation, acyl-CoA synthesis",COMPLETE,1__1,K15013,K01897,1.0,1.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,1,https://www.kegg.jp/entry/M00086,https://www.kegg.jp/entry/K01897
M00087,beta-Oxidation,COMPLETE,4__4,"K00232,K00255,K09479,K01825,K01782,K07514,K07515,K10527,K01825,K01782,K07514,K07515,K10527","K00249,K06445,K01692,K07511,K13767,K00022,K07516,K00632,K07508,K07509,K07513",4.0,4.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,11,8,https://www.kegg.jp/entry/M00087,https://www.kegg.jp/entry/K00022; https://www.kegg.jp/entry/K00249; https://www.kegg.jp/entry/K00632; https://www.kegg.jp/entry/K01692; https://www.kegg.jp/entry/K06445; https://www.kegg.jp/entry/K07508; https://www.kegg.jp/entry/K07509; https://www.kegg.jp/entry/K07511; https://www.kegg.jp/entry/K07513; https://www.kegg.jp/entry/K07516; https://www.kegg.jp/entry/K13767
M00088,"Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone",COMPLETE,5__5,,"K00626,K01641,K01640,K00019,K01574",5.0,5.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,0,https://www.kegg.jp/entry/M00088,https://www.kegg.jp/entry/K00019; https://www.kegg.jp/entry/K00626; https://www.kegg.jp/entry/K01574; https://www.kegg.jp/entry/K01640; https://www.kegg.jp/entry/K01641
M00089,Triacylglycerol biosynthesis,INCOMPLETE,1__4,"K00629,K13506,K13507,K00630,K13508,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831,K01080,K15728,K18693,K11155,K11160,K14456,K22848,K22849",K00655,1.0,4.0,25.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,21,https://www.kegg.jp/entry/M00089,https://www.kegg.jp/entry/K00655
M00090,"Phosphatidylcholine (PC) biosynthesis, choline => PC",INCOMPLETE,0__3,"K00866,K14156,K00968,K00994,K13644",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,5,https://www.kegg.jp/entry/M00090,
M00091,"Phosphatidylcholine (PC) biosynthesis, PE => PC",2 BLOCKS MISSING,0__2,"K00551,K16369,K00570,K00551,K00550,K00570",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00091,
M00092,"Phosphatidylethanolamine (PE) biosynthesis, ethanolamine => PE",2 BLOCKS MISSING,1__3,"K00894,K14156,K00993,K13644",K00967,1.0,3.0,33.333333333333336,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,4,https://www.kegg.jp/entry/M00092,https://www.kegg.jp/entry/K00967
M00093,"Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE",COMPLETE,3__3,K00998,"K00981,K17103,K01613",3.0,3.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,3,1,https://www.kegg.jp/entry/M00093,https://www.kegg.jp/entry/K00981; https://www.kegg.jp/entry/K01613; https://www.kegg.jp/entry/K17103
M00094,Ceramide biosynthesis,INCOMPLETE,1__4,"K00654,K04708,K04709,K04710,K23727",K04712,1.0,4.0,25.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,5,https://www.kegg.jp/entry/M00094,https://www.kegg.jp/entry/K04712
M00095,"C5 isoprenoid biosynthesis, mevalonate pathway",2 BLOCKS MISSING,5__7,"K00869,K00938,K13273","K00626,K01641,K00021,K01597,K01823",5.0,7.0,71.42857142857143,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,3,https://www.kegg.jp/entry/M00095,https://www.kegg.jp/entry/K00021; https://www.kegg.jp/entry/K00626; https://www.kegg.jp/entry/K01597; https://www.kegg.jp/entry/K01641; https://www.kegg.jp/entry/K01823
M00096,"C5 isoprenoid biosynthesis, non-mevalonate pathway",COMPLETE,8__8,"K12506,K12506","K01662,K00099,K00991,K00919,K01770,K03526,K03527,K01823",8.0,8.0,100.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,8,1,https://www.kegg.jp/entry/M00096,https://www.kegg.jp/entry/K00099; https://www.kegg.jp/entry/K00919; https://www.kegg.jp/entry/K00991; https://www.kegg.jp/entry/K01662; https://www.kegg.jp/entry/K01770; https://www.kegg.jp/entry/K01823; https://www.kegg.jp/entry/K03526; https://www.kegg.jp/entry/K03527
M00097,"beta-Carotene biosynthesis, GGAP => beta-carotene",INCOMPLETE,1__6,"K02293,K15744,K00514,K09835,K06443",K02291,1.0,6.0,16.666666666666668,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,5,https://www.kegg.jp/entry/M00097,https://www.kegg.jp/entry/K02291
M00098,Acylglycerol degradation,2 BLOCKS MISSING,0__2,"K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900,K01054",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,15,https://www.kegg.jp/entry/M00098,
M00099,Sphingosine biosynthesis,INCOMPLETE,1__5,"K00654,K04708,K04709,K04710,K23727,K01441,K12348,K12349",K04712,1.0,5.0,20.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,8,https://www.kegg.jp/entry/M00099,https://www.kegg.jp/entry/K04712
M00100,Sphingosine degradation,1 BLOCK MISSING,1__2,K04718,K01634,1.0,2.0,50.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,1,https://www.kegg.jp/entry/M00100,https://www.kegg.jp/entry/K01634
M00101,"Cholesterol biosynthesis, squalene 2,3-epoxide => cholesterol",INCOMPLETE,5__10,"K00222,K09827,K13373,K09828,K01824,K00227","K01852,K05917,K07750,K07748,K00213",5.0,10.0,50.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,6,https://www.kegg.jp/entry/M00101,https://www.kegg.jp/entry/K00213; https://www.kegg.jp/entry/K01852; https://www.kegg.jp/entry/K05917; https://www.kegg.jp/entry/K07748; https://www.kegg.jp/entry/K07750
M00102,Ergocalciferol biosynthesis,INCOMPLETE,4__11,"K00222,K09827,K00559,K09829,K00227,K09831,K00223","K01852,K05917,K07750,K07748",4.0,11.0,36.36363636363637,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,4,7,https://www.kegg.jp/entry/M00102,https://www.kegg.jp/entry/K01852; https://www.kegg.jp/entry/K05917; https://www.kegg.jp/entry/K07748; https://www.kegg.jp/entry/K07750
M00103,Cholecalciferol biosynthesis,2 BLOCKS MISSING,0__2,"K07419,K07438",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,2,https://www.kegg.jp/entry/M00103,
M00104,"Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate",INCOMPLETE,2__12,"K00489,K12408,K07431,K00251,K00037,K00488,K08748,K10214,K08764,K11992","K01796,K12405",2.0,12.0,16.666666666666668,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,2,10,https://www.kegg.jp/entry/M00104,https://www.kegg.jp/entry/K01796; https://www.kegg.jp/entry/K12405
M00106,"Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate",2 BLOCKS MISSING,0__2,"K08748,K00659",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,2,https://www.kegg.jp/entry/M00106,
M00107,"Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone",2 BLOCKS MISSING,0__2,"K00498,K00070,K01822",,0.0,2.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00107,
M00108,"C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone",INCOMPLETE,0__3,"K00513,K00497,K07433,K07433",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,3,https://www.kegg.jp/entry/M00108,
M00109,"C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone",INCOMPLETE,0__4,"K00512,K00513,K00497,K07433,K15680,K00071",,0.0,4.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,6,https://www.kegg.jp/entry/M00109,
M00110,"C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone",INCOMPLETE,0__3,"K00512,K00070,K01822,K07434",,0.0,3.0,0.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,0,4,https://www.kegg.jp/entry/M00110,
M00112,Tocopherol/tocotorienol biosynthesis,INCOMPLETE,1__4,"K09833,K12502,K09834,K05928",K18534,1.0,4.0,25.0,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,1,4,https://www.kegg.jp/entry/M00112,https://www.kegg.jp/entry/K18534
M00113,Jasmonic acid biosynthesis,INCOMPLETE,3__8,"K00454,K01723,K10525,K00232,K10527","K05894,K10526,K07513",3.0,8.0,37.5,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,3,5,https://www.kegg.jp/entry/M00113,https://www.kegg.jp/entry/K05894; https://www.kegg.jp/entry/K07513; https://www.kegg.jp/entry/K10526
M00114,"Ascorbate biosynthesis, plants, glucose-6P => ascorbate",INCOMPLETE,5__8,"K17497,K14190,K10047","K01809,K00966,K10046,K17744,K00225",5.0,8.0,62.5,Ga0540489,Ga0540489,metagenomes,reportKMC_Ga0540489_proteins.fa.tsv,5,3,https://www.kegg.jp/entry/M00114,https://www.kegg.jp/entry/K00225; https://www.kegg.jp/entry/K00966; https://www.kegg.jp/entry/K01809; https://www.kegg.jp/entry/K10046; https://www.kegg.jp/entry/K17744
